269,"2020-08-29",7805.00,"",95,"2020-08-29 07:23:16","2020-08-29 07:23:16",1
270,"2020-08-31",4644.00,"",106,"2020-08-31 10:20:29","2020-08-31 10:20:29",1
271,"2020-08-31",10000.00,"",15,"2020-08-31 10:36:24","2020-08-31 10:36:24",1
272,"2020-08-13",1512.58,"",85,"2020-09-02 16:44:34","2020-09-02 16:44:34",1
273,"2020-09-01",2853.61,"",101,"2020-09-02 16:45:51","2020-09-02 16:45:51",1
274,"2020-09-01",1129.22,"",39,"2020-09-02 16:46:26","2020-09-02 16:46:26",1
275,"2020-09-04",23600.00,"",109,"2020-09-04 15:47:08","2020-09-04 15:47:08",1
276,"2020-09-07",572.40,"",63,"2020-09-07 14:02:56","2020-09-07 14:02:56",1
277,"2020-09-07",990.00,"",63,"2020-09-07 14:03:06","2020-09-07 14:03:06",1
278,"2020-09-07",13105.46,"",89,"2020-09-07 14:03:29","2020-09-07 14:03:29",1
279,"2020-09-07",1915.91,"",89,"2020-09-07 14:03:39","2020-09-07 14:03:39",1
280,"2020-09-07",16425.60,"",13,"2020-09-07 14:04:03","2020-09-07 14:04:03",1
281,"2020-09-08",53100.00,"",115,"2020-09-08 07:24:32","2020-09-08 07:24:32",1
282,"2020-09-08",19211.21,"",15,"2020-09-09 17:03:17","2020-09-09 17:03:17",1
283,"2020-09-09",7765.60,"",45,"2020-09-09 17:03:53","2020-09-09 17:03:53",1
284,"2020-09-15",72332.29,"",15,"2020-09-15 07:54:20","2020-09-15 07:54:20",1
285,"2020-09-15",4128.20,"",15,"2020-09-15 07:54:31","2020-09-15 07:54:31",1
286,"2020-09-15",6575.82,"",48,"2020-09-15 08:30:20","2020-09-15 08:30:20",1
287,"2020-09-16",2737.61,"",33,"2020-09-16 15:34:31","2020-09-16 15:34:31",1
288,"2020-09-17",246044.16,"",10,"2020-09-17 11:26:56","2020-09-17 11:26:56",1
289,"2020-09-17",3077.82,"",10,"2020-09-17 11:27:28","2020-09-17 11:27:28",1
290,"2020-09-21",18842.15,"",37,"2020-09-21 16:22:53","2020-09-21 16:22:53",1
291,"2020-09-21",11439.84,"",44,"2020-09-21 16:23:26","2020-09-21 16:23:26",1
292,"2020-09-21",499.00,"",10,"2020-09-21 16:24:06","2020-09-21 16:24:06",1
293,"2020-09-21",71054.88,"",10,"2020-09-21 16:24:27","2020-09-21 16:24:27",1
294,"2020-09-21",5237.50,"",10,"2020-09-21 16:24:53","2020-09-21 16:24:53",1
295,"2020-09-21",189276.16,"",10,"2020-09-21 16:25:17","2020-09-21 16:25:17",1
296,"2020-09-21",1874.88,"",13,"2020-09-21 16:26:34","2020-09-21 16:26:34",1
297,"2020-09-21",7557.79,"",26,"2020-09-21 16:27:37","2020-09-21 16:27:37",1
298,"2020-09-21",12001.20,"",94,"2020-09-21 16:28:05","2020-09-21 16:28:05",1
299,"2020-09-21",40250.00,"",107,"2020-09-21 16:28:37","2020-09-21 16:28:37",1
300,"2020-09-21",28729.22,"",111,"2020-09-21 16:31:06","2020-09-21 16:31:06",1
301,"2020-09-23",1223.42,"",7,"2020-09-23 16:39:39","2020-09-23 16:39:39",1
302,"2020-09-23",5231.98,"",7,"2020-09-23 16:40:12","2020-09-23 16:40:12",1
303,"2020-09-23",46134.70,"",7,"2020-09-23 16:40:33","2020-09-23 16:40:33",1
304,"2020-09-22",50000.00,"",28,"2020-09-23 16:41:35","2020-09-23 16:41:35",1
